keyword,normalized_keyword,intent,page_type,target_url,volume,difficulty,priority,sources,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_page,gsc_country,status,notes
women's sandals,women's sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,233,34207,0.01,6.26,https://inc5shop.com/collections/womens-sandals,India,new,GSC 233 clicks and 34207 impressions; observed page https://inc5shop.com/collections/womens-sandals
daily wear sandals for women,daily wear sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,163,33501,0,7.76,https://inc5shop.com/collections/womens-sandals,India,new,GSC 163 clicks and 33501 impressions; observed page https://inc5shop.com/collections/womens-sandals
stylish sandals for men,stylish sandals for men,informational,blog,https://inc5shop.com/blog,,,high,gsc,133,33445,0,7.95,https://inc5shop.com/collections/mens-sandals,India,new,GSC 133 clicks and 33445 impressions; observed page https://inc5shop.com/collections/mens-sandals
platform sandals,platform sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,165,33060,0,4.95,https://inc5shop.com/collections/platform-heels,India,new,GSC 165 clicks and 33060 impressions; observed page https://inc5shop.com/collections/platform-heels
women sandal,women sandal,informational,blog,https://inc5shop.com/blog,,,high,gsc,233,32351,0.01,5.24,https://inc5shop.com/collections/womens-sandals,India,new,GSC 233 clicks and 32351 impressions; observed page https://inc5shop.com/collections/womens-sandals
comfortable sandals for ladies india,comfortable sandals for ladies india,informational,blog,https://inc5shop.com/blog,,,high,gsc,266,31746,0.01,6.06,https://inc5shop.com/collections/womens-sandals,India,new,GSC 266 clicks and 31746 impressions; observed page https://inc5shop.com/collections/womens-sandals
flats women,flats women,informational,blog,https://inc5shop.com/blog,,,high,gsc,136,31581,0,6.22,https://inc5shop.com/collections/womens-flats,India,new,GSC 136 clicks and 31581 impressions; observed page https://inc5shop.com/collections/womens-flats
women heels sandals,women heels sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,203,30610,0.01,5.73,https://inc5shop.com/collections/womens-heels,India,new,GSC 203 clicks and 30610 impressions; observed page https://inc5shop.com/collections/womens-heels
beige heels,beige heels,informational,blog,https://inc5shop.com/blog,,,high,gsc,103,30581,0,5.95,https://inc5shop.com/collections/beige,India,new,GSC 103 clicks and 30581 impressions; observed page https://inc5shop.com/collections/beige
sandals women,sandals women,informational,blog,https://inc5shop.com/blog,,,high,gsc,214,30054,0.01,5.34,https://inc5shop.com/collections/womens-sandals,India,new,GSC 214 clicks and 30054 impressions; observed page https://inc5shop.com/collections/womens-sandals
heels for women party wear,heels for women party wear,informational,blog,https://inc5shop.com/blog,,,high,gsc,131,29810,0,4.73,https://inc5shop.com/collections/womens-heels,India,new,GSC 131 clicks and 29810 impressions; observed page https://inc5shop.com/collections/womens-heels
women shoes,women shoes,informational,blog,https://inc5shop.com/blog,,,high,gsc,64,29189,0,9.75,https://inc5shop.com/collections/women-footwear,India,new,GSC 64 clicks and 29189 impressions; observed page https://inc5shop.com/collections/women-footwear
heels shoes for women,heels shoes for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,57,28602,0,7.08,https://inc5shop.com/collections/womens-heels,India,new,GSC 57 clicks and 28602 impressions; observed page https://inc5shop.com/collections/womens-heels
womens sandals,womens sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,239,28585,0.01,6.7,https://inc5shop.com/collections/womens-sandals,India,new,GSC 239 clicks and 28585 impressions; observed page https://inc5shop.com/collections/womens-sandals
formal flats for women,formal flats for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,152,27867,0.01,5.1,https://inc5shop.com/collections/womens-flats,India,new,GSC 152 clicks and 27867 impressions; observed page https://inc5shop.com/collections/womens-flats
online footwear for ladies,online footwear for ladies,informational,blog,https://inc5shop.com/blog,,,high,gsc,202,27763,0.01,7.35,https://inc5shop.com/collections/women-footwear,India,new,GSC 202 clicks and 27763 impressions; observed page https://inc5shop.com/collections/women-footwear
platform wedges for women,platform wedges for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,220,27753,0.01,5.54,https://inc5shop.com/collections/womens-wedges,India,new,GSC 220 clicks and 27753 impressions; observed page https://inc5shop.com/collections/womens-wedges
women sandals flat,women sandals flat,informational,blog,https://inc5shop.com/blog,,,high,gsc,109,27698,0,8.64,https://inc5shop.com/collections/womens-flats,India,new,GSC 109 clicks and 27698 impressions; observed page https://inc5shop.com/collections/womens-flats
women sandals heels,women sandals heels,informational,blog,https://inc5shop.com/blog,,,high,gsc,157,27278,0.01,5.65,https://inc5shop.com/collections/womens-heels,India,new,GSC 157 clicks and 27278 impressions; observed page https://inc5shop.com/collections/womens-heels
black wedges for women,black wedges for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,149,27041,0.01,6.53,https://inc5shop.com/collections/womens-wedges,India,new,GSC 149 clicks and 27041 impressions; observed page https://inc5shop.com/collections/womens-wedges
office footwear for women,office footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,212,26853,0.01,7.6,https://inc5shop.com/collections/women-footwear,India,new,GSC 212 clicks and 26853 impressions; observed page https://inc5shop.com/collections/women-footwear
open toe flats for women,open toe flats for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,151,26609,0.01,5.05,https://inc5shop.com/collections/womens-flats,India,new,GSC 151 clicks and 26609 impressions; observed page https://inc5shop.com/collections/womens-flats
women wedges,women wedges,informational,blog,https://inc5shop.com/blog,,,high,gsc,255,26551,0.01,5.25,https://inc5shop.com/collections/womens-wedges,India,new,GSC 255 clicks and 26551 impressions; observed page https://inc5shop.com/collections/womens-wedges
women's heels,women's heels,informational,blog,https://inc5shop.com/blog,,,high,gsc,99,25847,0,6.88,https://inc5shop.com/collections/womens-heels,India,new,GSC 99 clicks and 25847 impressions; observed page https://inc5shop.com/collections/womens-heels
inc.5 heels,inc.5 heels,informational,blog,https://inc5shop.com/blog,,,high,gsc,705,25754,0.05,1.08,https://inc5shop.com/collections/womens-heels,India,new,GSC 705 clicks and 25754 impressions; observed page https://inc5shop.com/collections/womens-heels
women's footwear,women's footwear,informational,blog,https://inc5shop.com/blog,,,high,gsc,159,24925,0.01,8.88,https://inc5shop.com/collections/women-footwear,India,new,GSC 159 clicks and 24925 impressions; observed page https://inc5shop.com/collections/women-footwear
mules women,mules women,informational,blog,https://inc5shop.com/blog,,,high,gsc,253,24709,0.01,4.84,https://inc5shop.com/collections/womens-mules,India,new,GSC 253 clicks and 24709 impressions; observed page https://inc5shop.com/collections/womens-mules
heels slippers for women,heels slippers for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,79,23869,0,7.31,https://inc5shop.com/collections/womens-heels,India,new,GSC 79 clicks and 23869 impressions; observed page https://inc5shop.com/collections/womens-heels
footwear women,footwear women,informational,blog,https://inc5shop.com/blog,,,high,gsc,170,22678,0.01,7.79,https://inc5shop.com/collections/women-footwear,India,new,GSC 170 clicks and 22678 impressions; observed page https://inc5shop.com/collections/women-footwear
casual sandals for men,casual sandals for men,informational,blog,https://inc5shop.com/blog,,,high,gsc,96,22376,0,8.67,https://inc5shop.com/collections/mens-sandals,India,new,GSC 96 clicks and 22376 impressions; observed page https://inc5shop.com/collections/mens-sandals
wedge sandals,wedge sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,127,22278,0.01,5.95,https://inc5shop.com/collections/womens-wedges,India,new,GSC 127 clicks and 22278 impressions; observed page https://inc5shop.com/collections/womens-wedges
branded heels for women,branded heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,107,22183,0,7.41,https://inc5shop.com/collections/womens-heels,India,new,GSC 107 clicks and 22183 impressions; observed page https://inc5shop.com/collections/womens-heels
party wear heels for women,party wear heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,155,21646,0.01,4.66,https://inc5shop.com/collections/womens-heels,India,new,GSC 155 clicks and 21646 impressions; observed page https://inc5shop.com/collections/womens-heels
men sandals leather,men sandals leather,informational,blog,https://inc5shop.com/blog,,,high,gsc,163,21556,0.01,7.63,https://inc5shop.com/collections/mens-sandals,India,new,GSC 163 clicks and 21556 impressions; observed page https://inc5shop.com/collections/mens-sandals
ladies sandal fancy,ladies sandal fancy,informational,blog,https://inc5shop.com/blog,,,high,gsc,149,20718,0.01,8.19,https://inc5shop.com/collections/womens-sandals,India,new,GSC 149 clicks and 20718 impressions; observed page https://inc5shop.com/collections/womens-sandals
sandals for men leather,sandals for men leather,informational,blog,https://inc5shop.com/blog,,,high,gsc,136,20524,0.01,8.22,https://inc5shop.com/collections/mens-sandals,India,new,GSC 136 clicks and 20524 impressions; observed page https://inc5shop.com/collections/mens-sandals
wedges heels,wedges heels,informational,blog,https://inc5shop.com/blog,,,high,gsc,112,20395,0.01,6.45,https://inc5shop.com/collections/womens-wedges,India,new,GSC 112 clicks and 20395 impressions; observed page https://inc5shop.com/collections/womens-wedges
stylish heels for women,stylish heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,96,20038,0,6.12,https://inc5shop.com/collections/womens-heels,India,new,GSC 96 clicks and 20038 impressions; observed page https://inc5shop.com/collections/womens-heels
women flat sandals,women flat sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,77,19343,0,8.48,https://inc5shop.com/collections/womens-flats,India,new,GSC 77 clicks and 19343 impressions; observed page https://inc5shop.com/collections/womens-flats
sandal women,sandal women,informational,blog,https://inc5shop.com/blog,,,high,gsc,136,19283,0.01,4.87,https://inc5shop.com/collections/womens-sandals,India,new,GSC 136 clicks and 19283 impressions; observed page https://inc5shop.com/collections/womens-sandals
office wear sandals for women,office wear sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,176,19258,0.01,5.67,https://inc5shop.com/collections/womens-sandals,India,new,GSC 176 clicks and 19258 impressions; observed page https://inc5shop.com/collections/womens-sandals
transparent sandals for women,transparent sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,128,19176,0.01,4.08,https://inc5shop.com/collections/transparent-heel-for-women,India,new,GSC 128 clicks and 19176 impressions; observed page https://inc5shop.com/collections/transparent-heel-for-women
flats footwear for women,flats footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,100,18994,0.01,7.44,https://inc5shop.com/collections/womens-flats,India,new,GSC 100 clicks and 18994 impressions; observed page https://inc5shop.com/collections/womens-flats
5 inch heels for women,5 inch heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,119,18715,0.01,5.13,https://inc5shop.com/collections/womens-heels,India,new,GSC 119 clicks and 18715 impressions; observed page https://inc5shop.com/collections/womens-heels
best sandals for women,best sandals for women,commercial,comparison,https://inc5shop.com/vs,,,high,gsc,144,18533,0.01,8,https://inc5shop.com/collections/womens-sandals,India,new,GSC 144 clicks and 18533 impressions; observed page https://inc5shop.com/collections/womens-sandals
fancy sandals for women,fancy sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,125,17939,0.01,7.54,https://inc5shop.com/collections/womens-sandals,India,new,GSC 125 clicks and 17939 impressions; observed page https://inc5shop.com/collections/womens-sandals
womens footwear,womens footwear,informational,blog,https://inc5shop.com/blog,,,high,gsc,214,17761,0.01,7.87,https://inc5shop.com/collections/women-footwear,India,new,GSC 214 clicks and 17761 impressions; observed page https://inc5shop.com/collections/women-footwear
pump heels for women,pump heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,70,17698,0,7.67,https://inc5shop.com/collections/pumps,India,new,GSC 70 clicks and 17698 impressions; observed page https://inc5shop.com/collections/pumps
daily wear footwear for women,daily wear footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,67,17315,0,9.8,https://inc5shop.com/collections/women-footwear,India,new,GSC 67 clicks and 17315 impressions; observed page https://inc5shop.com/collections/women-footwear
sandals men,sandals men,informational,blog,https://inc5shop.com/blog,,,high,gsc,63,17313,0,9.92,https://inc5shop.com/collections/mens-sandals,India,new,GSC 63 clicks and 17313 impressions; observed page https://inc5shop.com/collections/mens-sandals
office wear footwear for women,office wear footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,154,17248,0.01,7.57,https://inc5shop.com/collections/women-footwear,India,new,GSC 154 clicks and 17248 impressions; observed page https://inc5shop.com/collections/women-footwear
leather sandals,leather sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,62,17201,0,7.88,https://inc5shop.com/collections/mens-sandals,India,new,GSC 62 clicks and 17201 impressions; observed page https://inc5shop.com/collections/mens-sandals
sandal heels for women,sandal heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,75,17147,0,7.02,https://inc5shop.com/collections/womens-heels,India,new,GSC 75 clicks and 17147 impressions; observed page https://inc5shop.com/collections/womens-heels
transparent heel,transparent heel,informational,blog,https://inc5shop.com/blog,,,high,gsc,72,16793,0,5.33,https://inc5shop.com/collections/transparent-heel-for-women,India,new,GSC 72 clicks and 16793 impressions; observed page https://inc5shop.com/collections/transparent-heel-for-women
trending sandals for women,trending sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,83,16453,0.01,6.39,https://inc5shop.com/collections/womens-sandals,India,new,GSC 83 clicks and 16453 impressions; observed page https://inc5shop.com/collections/womens-sandals
2 inch heels for women,2 inch heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,69,16113,0,6.61,https://inc5shop.com/collections/womens-heels,India,new,GSC 69 clicks and 16113 impressions; observed page https://inc5shop.com/collections/womens-heels
comfortable flats for women,comfortable flats for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,127,16100,0.01,6.31,https://inc5shop.com/collections/womens-flats,India,new,GSC 127 clicks and 16100 impressions; observed page https://inc5shop.com/collections/womens-flats
formal shoes for men,formal shoes for men,informational,blog,https://inc5shop.com/blog,,,high,gsc,75,16074,0,7.71,https://inc5shop.com/collections/mens-formals,India,new,GSC 75 clicks and 16074 impressions; observed page https://inc5shop.com/collections/mens-formals
ethnic sandals for women,ethnic sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,138,16056,0.01,5.37,https://inc5shop.com/collections/ethnic-footwear,India,new,GSC 138 clicks and 16056 impressions; observed page https://inc5shop.com/collections/ethnic-footwear
sandals footwear for women,sandals footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,103,16050,0.01,5.62,https://inc5shop.com/collections/womens-sandals,India,new,GSC 103 clicks and 16050 impressions; observed page https://inc5shop.com/collections/womens-sandals
platform heel sandals for women,platform heel sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,97,15806,0.01,6.07,https://inc5shop.com/collections/platform-heels,India,new,GSC 97 clicks and 15806 impressions; observed page https://inc5shop.com/collections/platform-heels
traditional footwear for women,traditional footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,145,15591,0.01,5.12,https://inc5shop.com/collections/ethnic-footwear,India,new,GSC 145 clicks and 15591 impressions; observed page https://inc5shop.com/collections/ethnic-footwear
mens leather sandals,mens leather sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,119,15574,0.01,6.98,https://inc5shop.com/collections/mens-sandals,India,new,GSC 119 clicks and 15574 impressions; observed page https://inc5shop.com/collections/mens-sandals
mules for women,mules for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,162,15537,0.01,5.21,https://inc5shop.com/collections/womens-mules,India,new,GSC 162 clicks and 15537 impressions; observed page https://inc5shop.com/collections/womens-mules
inc 5 flats online sale,inc 5 flats online sale,informational,blog,https://inc5shop.com/blog,,,high,gsc,419,15038,0.04,4.27,https://inc5shop.com/collections/womens-flats,India,new,GSC 419 clicks and 15038 impressions; observed page https://inc5shop.com/collections/womens-flats
mens sandals leather,mens sandals leather,informational,blog,https://inc5shop.com/blog,,,high,gsc,125,14872,0.01,6.38,https://inc5shop.com/collections/mens-sandals,India,new,GSC 125 clicks and 14872 impressions; observed page https://inc5shop.com/collections/mens-sandals
inc5 store near me,inc5 store near me,navigational,homepage,https://inc5shop.com,,,high,gsc,364,14810,0.03,3.23,https://inc5shop.com/pages/store-locator,India,new,GSC 364 clicks and 14810 impressions; observed page https://inc5shop.com/pages/store-locator
women's flats,women's flats,informational,blog,https://inc5shop.com/blog,,,high,gsc,59,14744,0,6.93,https://inc5shop.com/collections/womens-flats,India,new,GSC 59 clicks and 14744 impressions; observed page https://inc5shop.com/collections/womens-flats
inch 5 sandals,inch 5 sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,336,14725,0.03,1.45,https://inc5shop.com/collections/womens-sandals,India,new,GSC 336 clicks and 14725 impressions; observed page https://inc5shop.com/collections/womens-sandals
mules heels,mules heels,informational,blog,https://inc5shop.com/blog,,,high,gsc,69,14661,0,5.63,https://inc5shop.com/collections/womens-mules,India,new,GSC 69 clicks and 14661 impressions; observed page https://inc5shop.com/collections/womens-mules
platform block heels for women,platform block heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,99,14559,0.01,5.5,https://inc5shop.com/collections/platform-heels,India,new,GSC 99 clicks and 14559 impressions; observed page https://inc5shop.com/collections/platform-heels
casual stylish sandals for men,casual stylish sandals for men,informational,blog,https://inc5shop.com/blog,,,high,gsc,97,14245,0.01,6.53,https://inc5shop.com/collections/mens-sandals,India,new,GSC 97 clicks and 14245 impressions; observed page https://inc5shop.com/collections/mens-sandals
sandal ladies,sandal ladies,informational,blog,https://inc5shop.com/blog,,,high,gsc,78,13845,0.01,8.13,https://inc5shop.com/collections/womens-sandals,India,new,GSC 78 clicks and 13845 impressions; observed page https://inc5shop.com/collections/womens-sandals
flats slippers for women,flats slippers for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,61,13667,0,7.7,https://inc5shop.com/collections/womens-flats,India,new,GSC 61 clicks and 13667 impressions; observed page https://inc5shop.com/collections/womens-flats
women wedges sandals,women wedges sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,137,13598,0.01,5.32,https://inc5shop.com/collections/womens-wedges,India,new,GSC 137 clicks and 13598 impressions; observed page https://inc5shop.com/collections/womens-wedges
premium sandals for men,premium sandals for men,informational,blog,https://inc5shop.com/blog,,,high,gsc,207,13520,0.02,5.79,https://inc5shop.com/collections/mens-sandals,India,new,GSC 207 clicks and 13520 impressions; observed page https://inc5shop.com/collections/mens-sandals
platform wedges for women daily wear,platform wedges for women daily wear,informational,blog,https://inc5shop.com/blog,,,high,gsc,94,13289,0.01,4.83,https://inc5shop.com/collections/womens-wedges,India,new,GSC 94 clicks and 13289 impressions; observed page https://inc5shop.com/collections/womens-wedges
womens boots,womens boots,informational,blog,https://inc5shop.com/blog,,,high,gsc,100,13283,0.01,8.13,https://inc5shop.com/collections/womens-boots,India,new,GSC 100 clicks and 13283 impressions; observed page https://inc5shop.com/collections/womens-boots
wedge heel sandals for women,wedge heel sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,83,12970,0.01,4.97,https://inc5shop.com/collections/womens-wedges,India,new,GSC 83 clicks and 12970 impressions; observed page https://inc5shop.com/collections/womens-wedges
box heels for women,box heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,70,12897,0.01,5.19,https://inc5shop.com/collections/womens-heels,India,new,GSC 70 clicks and 12897 impressions; observed page https://inc5shop.com/collections/womens-heels
comfort sandals for women,comfort sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,104,12850,0.01,6.31,https://inc5shop.com/collections/womens-sandals,India,new,GSC 104 clicks and 12850 impressions; observed page https://inc5shop.com/collections/womens-sandals
ethnic heels,ethnic heels,informational,blog,https://inc5shop.com/blog,,,high,gsc,100,12602,0.01,5.47,https://inc5shop.com/collections/ethnic-footwear,India,new,GSC 100 clicks and 12602 impressions; observed page https://inc5shop.com/collections/ethnic-footwear
daily wear heels for women,daily wear heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,90,12591,0.01,4.3,https://inc5shop.com/collections/womens-heels,India,new,GSC 90 clicks and 12591 impressions; observed page https://inc5shop.com/collections/womens-heels
women flats sandals,women flats sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,63,12573,0.01,7.6,https://inc5shop.com/collections/womens-flats,India,new,GSC 63 clicks and 12573 impressions; observed page https://inc5shop.com/collections/womens-flats
stylish footwear for women,stylish footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,58,12364,0,8.4,https://inc5shop.com/collections/women-footwear,India,new,GSC 58 clicks and 12364 impressions; observed page https://inc5shop.com/collections/women-footwear
men leather sandals,men leather sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,82,12302,0.01,8.55,https://inc5shop.com/collections/mens-sandals,India,new,GSC 82 clicks and 12302 impressions; observed page https://inc5shop.com/collections/mens-sandals
woman sandals,woman sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,91,12212,0.01,5.45,https://inc5shop.com/collections/womens-sandals,India,new,GSC 91 clicks and 12212 impressions; observed page https://inc5shop.com/collections/womens-sandals
heels footwear for women,heels footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,70,12132,0.01,5.44,https://inc5shop.com/collections/womens-heels,India,new,GSC 70 clicks and 12132 impressions; observed page https://inc5shop.com/collections/womens-heels
party wear footwear for women,party wear footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,82,12024,0.01,8.46,https://inc5shop.com/collections/women-footwear,India,new,GSC 82 clicks and 12024 impressions; observed page https://inc5shop.com/collections/women-footwear
glass heels for women,glass heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,57,11901,0,5.01,https://inc5shop.com/collections/transparent-heel-for-women,India,new,GSC 57 clicks and 11901 impressions; observed page https://inc5shop.com/collections/transparent-heel-for-women
mules shoes for women,mules shoes for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,122,11862,0.01,4.61,https://inc5shop.com/collections/womens-mules,India,new,GSC 122 clicks and 11862 impressions; observed page https://inc5shop.com/collections/womens-mules
formal shoes,formal shoes,informational,blog,https://inc5shop.com/blog,,,high,gsc,69,11679,0.01,5.31,https://inc5shop.com/collections/mens-formals,India,new,GSC 69 clicks and 11679 impressions; observed page https://inc5shop.com/collections/mens-formals
inc 5 handbags,inc 5 handbags,informational,blog,https://inc5shop.com/blog,,,high,gsc,285,11489,0.03,6.75,https://inc5shop.com/collections/all-bags,India,new,GSC 285 clicks and 11489 impressions; observed page https://inc5shop.com/collections/all-bags
women's sandal,women's sandal,informational,blog,https://inc5shop.com/blog,,,high,gsc,60,11406,0.01,7.87,https://inc5shop.com/collections/womens-sandals,India,new,GSC 60 clicks and 11406 impressions; observed page https://inc5shop.com/collections/womens-sandals
platform heel,platform heel,informational,blog,https://inc5shop.com/blog,,,high,gsc,57,11333,0.01,5.42,https://inc5shop.com/collections/platform-heels,India,new,GSC 57 clicks and 11333 impressions; observed page https://inc5shop.com/collections/platform-heels
trendy footwear for women,trendy footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,57,11316,0.01,7.68,https://inc5shop.com/collections/women-footwear,India,new,GSC 57 clicks and 11316 impressions; observed page https://inc5shop.com/collections/women-footwear
office sandals for women,office sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,100,11169,0.01,5.37,https://inc5shop.com/collections/womens-sandals,India,new,GSC 100 clicks and 11169 impressions; observed page https://inc5shop.com/collections/womens-sandals
ethnic heels for women,ethnic heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,114,11135,0.01,4.01,https://inc5shop.com/collections/ethnic-footwear,India,new,GSC 114 clicks and 11135 impressions; observed page https://inc5shop.com/collections/ethnic-footwear
one toe flats for women,one toe flats for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,67,10787,0.01,4.41,https://inc5shop.com/collections/womens-flats,India,new,GSC 67 clicks and 10787 impressions; observed page https://inc5shop.com/collections/womens-flats
women mules,women mules,informational,blog,https://inc5shop.com/blog,,,high,gsc,112,10597,0.01,5.09,https://inc5shop.com/collections/womens-mules,India,new,GSC 112 clicks and 10597 impressions; observed page https://inc5shop.com/collections/womens-mules
mules heels for women,mules heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,96,10518,0.01,3.87,https://inc5shop.com/collections/womens-mules,India,new,GSC 96 clicks and 10518 impressions; observed page https://inc5shop.com/collections/womens-mules
open toe sandals for women,open toe sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,68,10346,0.01,5.9,https://inc5shop.com/collections/womens-sandals,India,new,GSC 68 clicks and 10346 impressions; observed page https://inc5shop.com/collections/womens-sandals
women footwear daily wear,women footwear daily wear,informational,blog,https://inc5shop.com/blog,,,high,gsc,57,10341,0.01,10.31,https://inc5shop.com/collections/women-footwear,India,new,GSC 57 clicks and 10341 impressions; observed page https://inc5shop.com/collections/women-footwear
ethnic flats for women,ethnic flats for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,67,10299,0.01,4.82,https://inc5shop.com/collections/ethnic-footwear,India,new,GSC 67 clicks and 10299 impressions; observed page https://inc5shop.com/collections/ethnic-footwear
footwear for women sandals,footwear for women sandals,informational,blog,https://inc5shop.com/blog,,,high,gsc,75,10244,0.01,5.05,https://inc5shop.com/collections/womens-sandals,India,new,GSC 75 clicks and 10244 impressions; observed page https://inc5shop.com/collections/womens-sandals
sandals for women stylish,sandals for women stylish,informational,blog,https://inc5shop.com/blog,,,high,gsc,78,10069,0.01,4.7,https://inc5shop.com/collections/womens-sandals,India,new,GSC 78 clicks and 10069 impressions; observed page https://inc5shop.com/collections/womens-sandals
fancy sandal,fancy sandal,informational,blog,https://inc5shop.com/blog,,,high,gsc,85,9947,0.01,9.16,https://inc5shop.com/collections/womens-sandals,India,new,GSC 85 clicks and 9947 impressions; observed page https://inc5shop.com/collections/womens-sandals
comfortable wedges for women,comfortable wedges for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,92,9809,0.01,5.93,https://inc5shop.com/collections/womens-wedges,India,new,GSC 92 clicks and 9809 impressions; observed page https://inc5shop.com/collections/womens-wedges
branded sandals for men,branded sandals for men,informational,blog,https://inc5shop.com/blog,,,high,gsc,62,9614,0.01,10.34,https://inc5shop.com/collections/mens-sandals,India,new,GSC 62 clicks and 9614 impressions; observed page https://inc5shop.com/collections/mens-sandals
branded footwear for women,branded footwear for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,61,9315,0.01,9,https://inc5shop.com/collections/women-footwear,India,new,GSC 61 clicks and 9315 impressions; observed page https://inc5shop.com/collections/women-footwear
heeled sandals for women,heeled sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,63,9202,0.01,6.24,https://inc5shop.com/collections/womens-heels,India,new,GSC 63 clicks and 9202 impressions; observed page https://inc5shop.com/collections/womens-heels
platform wedge heels for women,platform wedge heels for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,63,8876,0.01,6.19,https://inc5shop.com/collections/womens-wedges,India,new,GSC 63 clicks and 8876 impressions; observed page https://inc5shop.com/collections/womens-wedges
party wear footwear for ladies with price,party wear footwear for ladies with price,informational,blog,https://inc5shop.com/blog,,,high,gsc,75,8856,0.01,9.25,https://inc5shop.com/collections/women-footwear,India,new,GSC 75 clicks and 8856 impressions; observed page https://inc5shop.com/collections/women-footwear
trendy sandals for women,trendy sandals for women,informational,blog,https://inc5shop.com/blog,,,high,gsc,61,8817,0.01,5.19,https://inc5shop.com/collections/womens-sandals,India,new,GSC 61 clicks and 8817 impressions; observed page https://inc5shop.com/collections/womens-sandals
wedges women,wedges women,informational,blog,https://inc5shop.com/blog,,,high,gsc,78,8801,0.01,5.27,https://inc5shop.com/collections/womens-wedges,India,new,GSC 78 clicks and 8801 impressions; observed page https://inc5shop.com/collections/womens-wedges
women flat footwear,women flat footwear,informational,blog,https://inc5shop.com/blog,,,high,gsc,64,8693,0.01,7.44,https://inc5shop.com/collections/womens-flats,India,new,GSC 64 clicks and 8693 impressions; observed page https://inc5shop.com/collections/womens-flats
